"KMeanLabel","long_ref","lat_ref","st_width","length","start_point_lat","start_point_long","end_point_lat","end_point_long","accident_no","speed_lim","construction_no","event_no","congestion_no","delays_no","vehicle_breakdown_no","fire_no","signal_problem_no","weather_incident_no"
"122",-73.9432739256061,40.784303116224,34.78,0.0607158640717518,40.7841866530833,-73.9436532648444,40.7844195793646,-73.9428945863677,1.82,25,0.66,0.02,0.02,0.08,0.02,0.02,0,0
"123",-73.9540361211171,40.8084762221324,42.8510638297872,0.0560125884952635,40.8082026803912,-73.9538645034055,40.8087497638736,-73.9542077388288,1.42553191489362,25,0.170212765957447,0.0425531914893617,0,0,0,0,0,0
"124",-73.9558044015914,40.785075975111,38.8947368421053,0.068957310434742,40.7849661602107,-73.956218921868,40.7851857900113,-73.9553898813149,1.36842105263158,25,0.368421052631579,0.710526315789474,0.184210526315789,0.0526315789473684,0,0.0263157894736842,0,0
"125",-73.9833148100822,40.7118121369271,33.4255319148936,0.0606786912716888,40.7118344909611,-73.9837494313086,40.711789782893,-73.9828801888558,0.787234042553192,25,2.85106382978723,0.787234042553192,0.0212765957446809,0.0638297872340425,0.170212765957447,0.106382978723404,0.319148936170213,0
"126",-74.0110333955049,40.6894411712247,19.4615384615385,0.0687271148330055,40.6892934810584,-74.0107515175592,40.6895888613909,-74.0113152734507,0,31.9230769230769,0,0,0,0,0,0,0,0
"127",-73.9392473177305,40.8198674034145,38.8,0.0691565239897874,40.8195505924385,-73.9390099249195,40.8201842143905,-73.9394847105415,2.875,25,5.4,0.775,0,0,0,0.3,0.15,0.325
"128",-73.9805885818352,40.726362440166,36.7142857142857,0.0876161588029855,40.7264014798645,-73.9812171991926,40.7263234004674,-73.9799599644778,2.07142857142857,20.3571428571429,0.571428571428571,0.428571428571429,0,0,0,0.0357142857142857,0,0
"129",-73.9790522896084,40.7863109109227,38.7826086956522,0.0592554615152885,40.7860247060738,-73.9788922926085,40.7865971157716,-73.9792122866081,1.60869565217391,25,0.108695652173913,0.239130434782609,0,0,0,0,0,0
"130",-73.9574389618545,40.7615844428047,34.4,0.068405916753328,40.761478345095,-73.9578661250097,40.7616905405143,-73.9570117986994,4.25,27.625,2.9,1.75,0,0,0.1,0.025,0,0
"131",-73.9822149988069,40.7735607989374,42.2820512820513,0.0626386474369198,40.7732477761061,-73.9819944577183,40.7738738217686,-73.9824355398954,4.23076923076923,25,1.92307692307692,1.17948717948718,0.0256410256410256,0,0,0,0,0
"132",-73.9354979828802,40.8289555619705,33.3424657534247,0.0361661582547937,40.8287655697518,-73.9354248739066,40.8291455541892,-73.935571091854,7.02739726027397,25,20.4931506849315,6.49315068493151,0.0136986301369863,6.02739726027397,3.56164383561644,0.301369863013699,0.219178082191781,0.191780821917808
"133",-73.997626641156,40.7546579352483,35.8488372093023,0.0404423090833019,40.7544831679302,-73.9976138616255,40.7548327025663,-73.9976394206864,1.84883720930233,25,0.720930232558139,0.267441860465116,0.0348837209302326,0,0,0,0,0
